# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC00679	ulaR	4417698	4418453	reverse	1	ulaR	[COMP-AINF:W]	W 
RDBECOLIOPC00680	rluD-pgeF	2734303	2736011	reverse	2	rluD;yfiH	[COMP-AINF:W]	W 
RDBECOLIOPC00681	mdlAB	468871	472417	forward	2	mdlA;mdlB	[COMP-AINF:W]	W 
RDBECOLIOPC00682	fadR	1234938	1235657	forward	1	fadR	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00683	motRAB-cheAW	1972836	1977302	reverse	5	motR;motA;motB;cheA;cheW		 
RDBECOLIOPC00684	ynfD	1657565	1657870	forward	1	ynfD	[COMP-AINF:W]	W 
RDBECOLIOPC00685	bcsQ	3695233	3695985	reverse	1	bcsQ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00686	queF	2925348	2926196	forward	1	queF	[COMP-AINF:W]	W 
RDBECOLIOPC00687	ydcJ	1495288	1496631	forward	1	ydcJ	[COMP-AINF:W]	W 
RDBECOLIOPC00688	talB	8238	9191	forward	1	talB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00689	dtpC	4354954	4356411	reverse	1	dtpC	[COMP-AINF:W]	W 
RDBECOLIOPC00690	trmJ	2662583	2663323	reverse	1	trmJ	[COMP-AINF:W]	W 
RDBECOLIOPC00691	sbcDC	412607	416952	reverse	2	sbcD;sbcC	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC00692	rcsF-trmO	218887	219995	reverse	2	rcsF;trmO	[COMP-AINF:W]	W 
RDBECOLIOPC00693	hipBA	1590854	1592442	reverse	2	hipB;hipA	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00694	ynfN	1637954	1638109	reverse	1	ynfN	[COMP-AINF:W]	W 
RDBECOLIOPC00695	adiY	4337168	4337929	reverse	1	adiY	[COMP-AINF:W]	W 
RDBECOLIOPC00696	ygbJK	2861430	2863501	forward	2	ygbJ;ygbK	[COMP-AINF:W]	W 
RDBECOLIOPC00697	intG	2012502	2012780	forward	1	intG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00698	aphA	4269414	4270127	forward	1	aphA	[COMP-AINF:W]	W 
RDBECOLIOPC00699	nudK	2582903	2583478	reverse	1	nudK	[COMP-AINF:W]	W 
RDBECOLIOPC00700	rpsB-tsf	189712	191708	forward	3	tff;rpsB;tsf		 
RDBECOLIOPC00701	ygiH	3204694	3205311	forward	1	plsY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00702	yahL	344176	344991	forward	1	yahL	[COMP-AINF:W]	W 
RDBECOLIOPC00703	yifN	3960012	3960460	reverse	1	yifN	[COMP-AINF:W]	W 
RDBECOLIOPC00704	hrpB	162105	164534	forward	1	hrpB	[COMP-AINF:W]	W 
RDBECOLIOPC00705	dgcF	1610907	1611854	reverse	1	dgcF	[COMP-AINF:W]	W 
RDBECOLIOPC00706	nfeF	3215727	3216491	reverse	1	nfeF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00707	zraP	4201263	4201688	reverse	1	zraP		 
RDBECOLIOPC00708	ypjB	2783638	2784429	reverse	1	ypjB	[COMP-AINF:W]	W 
RDBECOLIOPC00709	mrcA	3522871	3525423	forward	1	mrcA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00710	zntB	1408050	1409033	forward	1	zntB	[COMP-AINF:W]	W 
RDBECOLIOPC00711	nudC-hemE-nfi	4196903	4199461	forward	3	nudC;hemE;nfi	[COMP-AINF:W]	W 
RDBECOLIOPC00712	ydeP	1584207	1586486	reverse	1	ydeP		 
RDBECOLIOPC00713	cysZ	2531463	2532224	forward	1	cysZ	[COMP-AINF:W]	W 
RDBECOLIOPC00714	ecpR	310746	311336	reverse	1	matA	[COMP-AINF:W]	W 
RDBECOLIOPC00715	yfgO	2614820	2615881	reverse	1	yfgO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00716	yidA	3876140	3876952	reverse	1	yidA	[COMP-AINF:W]	W 
RDBECOLIOPC00717	yabPQ	58474	59279	forward	2	yabP;yabQ	[COMP-AINF:W]	W 
RDBECOLIOPC00718	yddM	1552398	1552682	reverse	1	yddM	[COMP-AINF:W]	W 
RDBECOLIOPC00719	dinQ	3647705	3647788	reverse	1	dinQ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00720	ratA-yfjF	2754008	2754764	reverse	2	ratA;yfjF	[COMP-AINF:W]	W 
RDBECOLIOPC00721	polA	4046966	4049752	forward	1	polA	[COMP-AINF:W]	W 
RDBECOLIOPC00722	guaC	113444	114487	forward	1	guaC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00723	cdaR	182463	183620	forward	1	cdaR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00724	yiiM	4102822	4103496	forward	1	yiiM	[COMP-AINF:W]	W 
RDBECOLIOPC00725	sapABCDF	1351828	1357110	reverse	5	sapA;sapB;sapC;sapD;sapF	[COMP-AINF:W]	W 
RDBECOLIOPC00726	mmuPM	275325	277647	forward	2	mmuP;mmuM	[COMP-AINF:W]	W 
RDBECOLIOPC00727	yfdRST	2474984	2476178	forward	3	yfdR;yfdS;yfdT	[COMP-AINF:W]	W 
RDBECOLIOPC00728	yegH	2137902	2139485	forward	1	yegH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00729	ydcR	1510003	1511409	forward	1	ydcR	[COMP-AINF:W]	W 
RDBECOLIOPC00730	yicG	3818874	3819491	forward	1	yicG	[COMP-AINF:W]	W 
RDBECOLIOPC00731	artJ	899844	900575	reverse	1	artJ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00732	yjjY	4640402	4640542	forward	1	yjjY	[COMP-AINF:W]	W 
RDBECOLIOPC00733	adiA	4338254	4340521	reverse	1	adiA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00734	ddlA	399829	400923	reverse	1	ddlA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00735	bipA	4058407	4060230	forward	1	bipA	[COMP-AINF:W]	W 
RDBECOLIOPC00736	gmhA	243543	244121	forward	1	gmhA	[COMP-AINF:W]	W 
RDBECOLIOPC00737	yciI	1310569	1310865	reverse	1	yciI	[COMP-AINF:W]	W 
RDBECOLIOPC00738	yfcG	2420621	2421268	forward	1	yfcG	[COMP-AINF:W]	W 
RDBECOLIOPC00739	ydeJ	1624773	1625291	forward	1	ydeJ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00740	ynbABCD	1477621	1482201	forward	4	ynbA;ynbB;ynbC;ynbD	[COMP-AINF:W]	W 
RDBECOLIOPC00741	yibF	3761347	3761955	reverse	1	yibF	[COMP-AINF:W]	W 
RDBECOLIOPC00743	yddH	1533282	1533851	reverse	1	yddH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00744	yfgHI	2629792	2630865	forward	2	yfgH;yfgI	[COMP-AINF:W]	W 
RDBECOLIOPC00745	ysaA	3741109	3741582	reverse	1	ysaA	[COMP-AINF:W]	W 
RDBECOLIOPC00746	acpH	424337	424918	reverse	1	acpH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00747	rarD	4003288	4004178	reverse	1	rarD	[COMP-AINF:W]	W 
RDBECOLIOPC00748	fadBA	4027609	4030971	reverse	2	fadB;fadA	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC00749	ryjB	4527977	4528066	forward	1	ryjB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00750	xseA	2634232	2635602	forward	1	xseA		 
RDBECOLIOPC00751	ymgGD	1222305	1222988	reverse	2	ymgG;ymgD	[COMP-AINF:W]	W 
RDBECOLIOPC00752	rzoR	1423400	1423585	forward	1	rzoR	[COMP-AINF:W]	W 
RDBECOLIOPC00753	arnBCADTEF	2365910	2373278	forward	7	arnB;arnC;arnA;arnD;arnT;arnE;arnF	[COMP-AINF:W]	W 
RDBECOLIOPC00754	ycgB	1235709	1237241	reverse	1	ycgB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00755	yffMN	2561368	2561993	forward	2	yffM;yffN	[COMP-AINF:W]	W 
RDBECOLIOPC00756	pdeK	3683630	3685618	reverse	1	pdeK	[COMP-AINF:W]	W 
RDBECOLIOPC00757	ygdI	2942918	2943145	reverse	1	ygdI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00758	nrfABCDEFG	4287764	4294139	forward	7	nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG		 
RDBECOLIOPC00760	ymfJ	1201776	1202084	reverse	1	ymfJ	[COMP-AINF:W]	W 
RDBECOLIOPC00761	paaXY	1463539	1465061	forward	2	paaX;paaY	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00762	yhdWXYZ	3419042	3423194	forward	4	yhdW;yhdX;yhdY;yhdZ		 
RDBECOLIOPC00764	allA	532451	532933	forward	1	allA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00765	pyrSR-ypdC	2498671	2501987	forward	3	pyrS;pyrR;ypdC	[COMP-AINF:W]	W 
RDBECOLIOPC00766	zur	4259488	4260003	reverse	1	zur	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00767	yfbK	2383995	2385722	reverse	1	yfbK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00768	yrhC	3623887	3624132	forward	1	yrhC	[COMP-AINF:W]	W 
RDBECOLIOPC00769	yicN	3841950	3842402	reverse	1	yicN	[COMP-AINF:W]	W 
RDBECOLIOPC00770	insL1	15445	16557	forward	1	insL1	[COMP-AINF:W]	W 
RDBECOLIOPC00771	livJ	3598555	3599658	reverse	1	livJ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00772	mdtH	1124118	1125326	reverse	1	mdtH	[COMP-AINF:W]	W 
RDBECOLIOPC00773	lpxP	2495645	2496565	forward	1	lpxP		 
RDBECOLIOPC00774	rluB	1326852	1327727	forward	1	rluB	[COMP-AINF:W]	W 
RDBECOLIOPC00775	yrdD-rimN-aroE-yrdB	3429766	3431962	reverse	4	yrdD;tsaC;aroE;yrdB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00776	ssuEADCB	993277	997512	reverse	5	ssuE;ssuA;ssuD;ssuC;ssuB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00777	yfcZ	2460650	2460934	reverse	1	yfcZ	[COMP-AINF:W]	W 
RDBECOLIOPC00778	dusC	2229438	2230385	reverse	1	dusC	[COMP-AINF:W]	W 
RDBECOLIOPC00779	yebQ	1910276	1911649	forward	1	yebQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00780	ypdI	2494698	2494973	forward	1	ypdI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00781	yhgF	3537385	3539706	forward	1	yhgF	[COMP-AINF:W]	W 
RDBECOLIOPC00782	tonB	1311089	1311808	forward	1	tonB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00783	insH-7	2101895	2102875	reverse	1	insH7	[COMP-HINF:W]	W 
RDBECOLIOPC00784	mobAB	4040906	4041999	reverse	2	mobA;mobB	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00785	ycgV	1253085	1255952	reverse	1	ycgV	[COMP-AINF:W]	W 
RDBECOLIOPC00786	efeU	1081356	1082185	forward	1	efeU	[COMP-AINF:W]	W 
RDBECOLIOPC00787	ldcA	1242166	1243080	reverse	1	ldcA	[COMP-AINF:W]	W 
RDBECOLIOPC00788	cueO	137083	138633	forward	1	cueO		 
RDBECOLIOPC00790	yfbO	2388635	2389057	forward	1	yfbO	[COMP-AINF:W]	W 
RDBECOLIOPC00791	yehDCBA	2187380	2192222	reverse	4	yehD;yehC;yehB;yehA	[COMP-AINF:W]	W 
RDBECOLIOPC00792	ycjW	1382963	1383961	reverse	1	ycjW	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00793	gstB	879854	880480	reverse	1	gstB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00794	ghrB	3717310	3718284	forward	1	ghrB	[COMP-AINF:W]	W 
RDBECOLIOPC00795	bfd-bfr	3466249	3466991	reverse	2	bfd;bfr	[COMP-AINF:W]	W 
RDBECOLIOPC00796	aqpZ	915352	916047	reverse	1	aqpZ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00797	fecABCDE	4510690	4516677	reverse	5	fecA;fecB;fecC;fecD;fecE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][EXP-IEP:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00799	yraN	3295394	3295789	forward	1	yraN	[COMP-HINF:W]	W 
RDBECOLIOPC00800	yccFS	1021730	1024348	reverse	2	yccF;yccS	[COMP-AINF:W]	W 
RDBECOLIOPC00801	ycgX	1212703	1213107	reverse	1	ycgX	[COMP-AINF:W]	W 
RDBECOLIOPC00803	kch	1309016	1310269	reverse	1	kch	[COMP-AINF:W]	W 
RDBECOLIOPC00804	ftp	2310479	2311534	reverse	1	ftp	[COMP-AINF:W]	W 
RDBECOLIOPC00805	wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	2118680	2132070	reverse	12	wcaC;wcaD;wcaE;wcaF;gmd;fcl;gmm;wcaI;cpsB;cpsG;wcaJ;wzxC	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC00806	ycbX	1006491	1007600	reverse	1	ycbX	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00807	yjgB	4495190	4496209	reverse	1	ahr	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00808	yhiS	3651291	3653713	forward	1	yhiS	[COMP-AINF:W]	W 
RDBECOLIOPC00809	yhcB	3380191	3380589	forward	1	yhcB	[COMP-AINF:W]	W 
RDBECOLIOPC00811	udp	4016431	4017192	forward	1	udp		 
RDBECOLIOPC00812	metC	3152236	3153423	forward	1	metC		 
RDBECOLIOPC00813	ycaD	945871	947019	forward	1	ycaD	[COMP-AINF:W]	W 
RDBECOLIOPC00814	ycfT	1174092	1175165	reverse	1	ycfT	[COMP-AINF:W]	W 
RDBECOLIOPC00816	yiiS-uspD	4112967	4113721	forward	2	yiiS;uspD	[COMP-AINF:W]	W 
RDBECOLIOPC00818	amn	2055061	2056515	forward	1	amn	[COMP-AINF:W]	W 
RDBECOLIOPC00819	insC3D3CD3	2068952	2070180	reverse	3	insCD3;insC3;insD3	[COMP-AINF:W]	W 
RDBECOLIOPC00820	psuT	2256085	2257335	reverse	1	psuT	[COMP-AINF:W]	W 
RDBECOLIOPC00821	yraL	3292475	3293335	reverse	1	rsmI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00822	nlpI	3308040	3308924	reverse	1	nlpI	[COMP-AINF:W]	W 
RDBECOLIOPC00823	rsmD-yhhL	3604393	3605248	forward	2	rsmD;yhhL	[COMP-AINF:W]	W 
RDBECOLIOPC00824	cadC	4360396	4361934	reverse	1	cadC		 
RDBECOLIOPC00826	pheV	3110366	3110441	forward	1	pheV	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00827	trpt	3946957	3947032	forward	1	trpT	[COMP-HINF:W]	W 
RDBECOLIOPC00828	bssR	878248	878631	forward	1	bssR	[COMP-AINF:W]	W 
RDBECOLIOPC00829	glcC	3128272	3129036	forward	1	glcC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00830	yodC	2028188	2028370	reverse	1	yodC	[COMP-AINF:W]	W 
RDBECOLIOPC00831	kbaZ-agaVWA	3278914	3281625	forward	4	kbaZ;agaV;agaW;agaA	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00832	panZ	3597984	3598367	forward	1	panZ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00833	yehS	2211726	2212196	reverse	1	yehS	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC00834	yqjG	3251024	3252010	forward	1	yqjG	[COMP-AINF:W]	W 
RDBECOLIOPC00835	ynjH	1841863	1842135	reverse	1	ynjH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00836	cyoABCDE	446815	451610	reverse	5	cyoA;cyoB;cyoC;cyoD;cyoE		 
RDBECOLIOPC00837	yhfXW-php-yhfUTS	3504935	3510976	reverse	6	yhfX;yhfW;php;yhfU;yhfT;yhfS	[COMP-AINF:W]	W 
RDBECOLIOPC00839	bamB-der	2635884	2638652	reverse	2	bamB;der	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00840	ybhM	820793	821506	forward	1	ybhM	[COMP-AINF:W]	W 
RDBECOLIOPC00841	fimE	4542037	4542633	forward	1	fimE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00842	gfcBCD	1045849	1049332	reverse	3	gfcB;gfcC;gfcD	[COMP-AINF:W]	W 
RDBECOLIOPC00843	pspG	4262840	4263249	forward	2	pspG;pspH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00844	yecDE	1950832	1952213	forward	2	yecD;yecE	[COMP-AINF:W]	W 
RDBECOLIOPC00846	ybhD	799622	800575	reverse	1	ybhD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00847	ygiF-glnE	3196801	3200965	reverse	2	ygiF;glnE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00848	insE5EF5F5	2170236	2171398	forward	3	insE5;insEF5;insF5	[COMP-AINF:W]	W 
RDBECOLIOPC00850	yhdJ	3411653	3412537	forward	1	yhdJ	[COMP-AINF:W]	W 
RDBECOLIOPC00852	fliCX	2001912	2003606	reverse	2	fliC;fliX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00854	ycbJ	971752	972645	forward	1	ycbJ	[COMP-AINF:W]	W 
RDBECOLIOPC00855	msrC	1915631	1916128	reverse	1	msrC	[COMP-AINF:W]	W 
RDBECOLIOPC00857	yahO	346484	346759	forward	1	yahO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00858	adk	497175	497819	forward	1	adk	[COMP-AINF:W]	W 
RDBECOLIOPC00859	parC	3163715	3165973	reverse	1	parC	[COMP-AINF:W]	W 
RDBECOLIOPC00860	yeeED	2084226	2085525	reverse	2	tsuA;tsuB	[COMP-AINF:W]	W 
RDBECOLIOPC00861	uvrA	4271049	4273871	reverse	1	uvrA		 
RDBECOLIOPC00862	yjcB	4274760	4275041	reverse	1	yjcB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00863	bax	3736353	3737177	reverse	1	bax	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00864	yecM-cutC	1958520	1959846	reverse	2	yecM;cutC	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00865	ubiG	2339567	2340289	forward	1	ubiG		 
RDBECOLIOPC00866	rihA	683477	684412	reverse	1	rihA	[COMP-AINF:W]	W 
RDBECOLIOPC00867	ftsB	2872509	2872820	reverse	1	ftsB	[COMP-HINF:W]	W 
RDBECOLIOPC00868	serT	1031625	1031712	reverse	1	serT	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00869	ybjQ-amiD	904593	905743	forward	2	ybjQ;amiD	[COMP-AINF:W]	W 
RDBECOLIOPC00871	dmlA	1881912	1882997	forward	1	dmlA	[COMP-AINF:W]	W 
RDBECOLIOPC00872	ubiF	695101	696276	forward	1	ubiF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00873	ybhK	815739	816647	reverse	1	ybhK	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00874	pppA	3113543	3114352	reverse	1	pppA	[COMP-AINF:W]	W 
RDBECOLIOPC00875	yodB	2042368	2042898	forward	1	yodB	[COMP-AINF:W]	W 
RDBECOLIOPC00876	phoBR	417142	419184	forward	2	phoB;phoR		 
RDBECOLIOPC00877	yiaT	3751128	3751868	reverse	1	yiaT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00878	rsmC	4606669	4607700	reverse	1	rsmC	[COMP-AINF:W]	W 
RDBECOLIOPC00879	yraH	3287426	3288010	forward	1	yraH	[COMP-AINF:W]	W 
RDBECOLIOPC00880	citT	645117	646580	reverse	1	citT	[COMP-AINF:W]	W 
RDBECOLIOPC00881	alsK	4306870	4307799	reverse	1	alsK	[COMP-HINF:W]	W 
RDBECOLIOPC00883	valVW	1746435	1746592	forward	2	valV;valW	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00884	yghF	3112054	3113049	reverse	1	yghF	[COMP-AINF:W]	W 
RDBECOLIOPC00885	ybiO	843255	845480	reverse	1	ybiO	[COMP-AINF:W]	W 
RDBECOLIOPC00886	ydjE	1852621	1853979	reverse	1	ydjE	[COMP-AINF:W]	W 
RDBECOLIOPC00887	frr	192872	193429	forward	1	frr	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00888	sraA	458728	458784	reverse	1	sraA	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00889	cytR	4123431	4124456	reverse	1	cytR	[COMP-AINF:W]	W 
RDBECOLIOPC00890	pgsA	1992269	1992817	reverse	1	pgsA	[COMP-AINF:W]	W 
RDBECOLIOPC00891	lexA-dinF	4257115	4259121	forward	2	lexA;dinF	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00892	yhbO	3298974	3299492	forward	1	yhbO	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00893	hypT	4557378	4558289	reverse	1	hypT	[COMP-AINF:W]	W 
RDBECOLIOPC00894	ygjP	3235960	3236463	forward	1	ygjP	[COMP-AINF:W]	W 
RDBECOLIOPC00895	ybcW	579880	580086	forward	1	ybcW	[COMP-AINF:W]	W 
RDBECOLIOPC00897	modEF	792316	794644	reverse	2	modE;modF	[COMP-AINF:W]	W 
RDBECOLIOPC00898	ompA	1019013	1020053	reverse	1	ompA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00900	ppsR	1787445	1788278	forward	1	ppsR	[COMP-AINF:W]	W 
RDBECOLIOPC00901	bluF	1214264	1215475	reverse	1	bluF	[COMP-AINF:W]	W 
RDBECOLIOPC00902	rdlB	1269858	1269923	forward	1	rdlB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00903	yqeB	3012614	3014239	reverse	1	yqeB	[COMP-AINF:W]	W 
RDBECOLIOPC00904	yobB-exoX	1925440	1926782	forward	2	yobB;exoX	[COMP-AINF:W]	W 
RDBECOLIOPC00905	dusB-fis	3410280	3411567	forward	2	dusB;fis	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00906	ybcY	582152	582806	reverse	1	ybcY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00907	intB	4496750	4497940	forward	1	intB	[COMP-AINF:W]	W 
RDBECOLIOPC00908	htpX	1911695	1912576	reverse	1	htpX	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00909	cysB	1333855	1334829	forward	1	cysB		 
RDBECOLIOPC00910	fdrA-ylbEF-ybcF	546680	551332	forward	4	fdrA;ylbE;ylbF;ybcF	[COMP-AINF:W]	W 
RDBECOLIOPC00911	yncL	1517099	1517194	reverse	1	yncL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00912	fecIR	4516764	4518235	reverse	2	fecI;fecR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00913	ybfP	715412	715906	forward	1	ybfP	[COMP-AINF:W]	W 
RDBECOLIOPC00914	mepH	1734435	1735250	forward	1	mepH	[COMP-AINF:W]	W 
RDBECOLIOPC00915	erpA	176610	176954	forward	1	erpA		 
RDBECOLIOPC00916	ygeF	2990554	2991043	forward	1	ygeF	[COMP-AINF:W]	W 
RDBECOLIOPC00917	pdeD	1898427	1900025	forward	1	pdeD	[COMP-AINF:W]	W 
RDBECOLIOPC00919	yafC	229967	230881	reverse	1	yafC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00920	cysQ	4436755	4437495	forward	1	cysQ	[COMP-AINF:W]	W 
RDBECOLIOPC00921	yghB	3153563	3154222	forward	1	yghB	[COMP-AINF:W]	W 
RDBECOLIOPC00922	pyrD	1004768	1005778	forward	1	pyrD		 
RDBECOLIOPC00923	maa	479367	479918	reverse	1	maa	[COMP-AINF:W]	W 
RDBECOLIOPC00924	yjjJ	4621769	4623100	forward	1	hipH	[COMP-AINF:W]	W 
RDBECOLIOPC00925	ydgD	1671960	1672781	forward	1	ydgD	[COMP-AINF:W]	W 
RDBECOLIOPC00926	mltA	2946081	2947178	reverse	1	mltA	[COMP-AINF:W]	W 
RDBECOLIOPC00927	dgcJ	1872041	1873531	forward	1	dgcJ	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
