# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Regulator ID regulated by the Regulator (regulated Regulator)
## (5) regulatedName. Regulator regulated by the Regulator (regulated Regulator)
## (6) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITFC00206	PuuR	-	W 
RDBECOLITFC00099	NfeR	nfeR	RDBECOLITFC00099	NfeR	-	C 
RDBECOLITFC00103	SutR	sutR	RDBECOLITFC00013	FliZ	-	S 
RDBECOLITFC00103	SutR	sutR	RDBECOLITFC00103	SutR	-+	C 
RDBECOLITFC00104	RhaR	rhaR	RDBECOLITFC00104	RhaR	+	C 
RDBECOLITFC00104	RhaR	rhaR	RDBECOLITFC00160	RhaS	+	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLITFC00107	SgrR	-	C 
RDBECOLITFC00108	MetR	metR	RDBECOLITFC00108	MetR	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITFC00014	Lrp	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITFC00066	StpA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITFC00109	ArgR	-	S 
RDBECOLITFC00110	PspF	pspF	RDBECOLITFC00110	PspF	-	C 
RDBECOLITFC00111	NorR	norR	RDBECOLITFC00111	NorR	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLITFC00113	PaaX	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITFC00114	CytR	-	C 
RDBECOLITFC00115	MatA	matA	RDBECOLITFC00013	FliZ	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLITFC00115	MatA	+	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLITFC00018	CsgD	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITFC00018	CsgD	-	W 
RDBECOLITFC00118	YgiV	ygiV	RDBECOLITFC00089	McbR	-	S 
RDBECOLITFC00120	CusR	cusR	RDBECOLITFC00120	CusR	+	C 
RDBECOLITFC00121	PurR	purR	RDBECOLITFC00121	PurR	-	C 
RDBECOLITFC00122	HigBA	higA;higB	RDBECOLITFC00194	HigA	-	S 
RDBECOLITFC00123	GadRcs	rcsB;gadE	RDBECOLITFC00187	GadX	+	C 
RDBECOLITFC00124	RcnR	rcnR	RDBECOLITFC00124	RcnR	-	S 
RDBECOLITFC00125	MarR	marR	RDBECOLITFC00074	MarA	-	C 
RDBECOLITFC00125	MarR	marR	RDBECOLITFC00125	MarR	-	C 
RDBECOLITFC00126	FadR	fadR	RDBECOLITFC00045	AccB	+	S 
RDBECOLITFC00126	FadR	fadR	RDBECOLITFC00126	FadR	+	W 
RDBECOLITFC00126	FadR	fadR	RDBECOLITFC00191	IclR	+	C 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00008	TdcA	+	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00009	NarL	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00023	GadW	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00025	DcuR	+	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00043	YeiL	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00071	SoxR	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00072	FhlA	+	S 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00098	ArcA	-+	S 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00099	NfeR	+	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00119	CaiF	+	S 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00128	FNR	-+	S 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00135	Nac	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00158	PdhR	-+	S 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00173	DpiA	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00187	GadX	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00201	SoxS	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00204	CadC	+	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00209	HyfR	-	W 
RDBECOLITFC00128	FNR	fnr	RDBECOLITFC00213	NikR	+	C 
RDBECOLITFC00129	YefM	yefM	RDBECOLITFC00129	YefM	-	C 
RDBECOLITFC00132	AlpA	alpA	RDBECOLITFC00202	PhoB	-	W 
RDBECOLITFC00133	CdaR	cdaR	RDBECOLITFC00133	CdaR	+	W 
RDBECOLITFC00134	IlvY	ilvY	RDBECOLITFC00134	IlvY	-	C 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00002	AsnC	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00008	TdcA	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00010	UhpA	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00012	TdcR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00014	Lrp	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00015	CynR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00017	DnaA	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00021	SdiA	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00031	KdgR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00036	YdcI	+	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00040	OmpR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00069	XapR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00073	HprR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00077	GadE	+	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00092	HcaR	+	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00100	UvrY	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00108	MetR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00119	CaiF	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00125	MarR	+	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00127	FeaR	-+	W 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00133	CdaR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00135	Nac	-	C 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00149	SrlR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00179	PdeL	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00181	EvgA	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00183	MalI	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00184	AllR	+	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00187	GadX	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00198	DhaR	+	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00202	PhoB	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00212	LeuO	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00221	LysR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00231	YieP	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00232	YeiE	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00233	YafC	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00234	SrsR	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00240	YdiP	-	S 
RDBECOLITFC00135	Nac	nac	RDBECOLITFC00241	YdaT	-	S 
RDBECOLITFC00136	SlyA	slyA	RDBECOLITFC00136	SlyA	+	S 
RDBECOLITFC00136	SlyA	slyA	RDBECOLITFC00212	LeuO	+	S 
RDBECOLITFC00137	HipAB	hipB;hipA	RDBECOLITFC00215	MazE	-	S 
RDBECOLITFC00137	HipAB	hipB;hipA	RDBECOLITFC00220	HipB	-	S 
RDBECOLITFC00138	CsqR	csqR	RDBECOLITFC00138	CsqR	-	S 
RDBECOLITFC00140	HicB	hicB	RDBECOLITFC00140	HicB	-	C 
RDBECOLITFC00141	YdeO	ydeO	RDBECOLITFC00023	GadW	+	S 
RDBECOLITFC00141	YdeO	ydeO	RDBECOLITFC00077	GadE	+	S 
RDBECOLITFC00141	YdeO	ydeO	RDBECOLITFC00084	NhaR	+	S 
RDBECOLITFC00141	YdeO	ydeO	RDBECOLITFC00141	YdeO	-	W 
RDBECOLITFC00142	UxuR	uxuR	RDBECOLITFC00001	ExuR	-	S 
RDBECOLITFC00142	UxuR	uxuR	RDBECOLITFC00142	UxuR	-	W 
RDBECOLITFC00144	FrlR	frlR	RDBECOLITFC00144	FrlR	-	C 
RDBECOLITFC00146	GcvA	gcvA	RDBECOLITFC00146	GcvA	-	C 
RDBECOLITFC00149	SrlR	srlR	RDBECOLITFC00050	GutM	-	W 
RDBECOLITFC00149	SrlR	srlR	RDBECOLITFC00149	SrlR	-	W 
RDBECOLITFC00152	CysB	cysB	RDBECOLITFC00070	Cbl	+	S 
RDBECOLITFC00152	CysB	cysB	RDBECOLITFC00152	CysB	-	W 
RDBECOLITFC00153	NtrC	glnG	RDBECOLITFC00070	Cbl	+	W 
RDBECOLITFC00153	NtrC	glnG	RDBECOLITFC00135	Nac	+	S 
RDBECOLITFC00153	NtrC	glnG	RDBECOLITFC00153	NtrC	-+	C 
RDBECOLITFC00155	AlaS	alaS	RDBECOLITFC00155	AlaS	-	C 
RDBECOLITFC00158	PdhR	pdhR	RDBECOLITFC00158	PdhR	-	C 
RDBECOLITFC00158	PdhR	pdhR	RDBECOLITFC00175	MraZ	-	S 
RDBECOLITFC00159	MurR	murR	RDBECOLITFC00159	MurR	-+	S 
RDBECOLITFC00160	RhaS	rhaS	RDBECOLITFC00104	RhaR	+	S 
RDBECOLITFC00160	RhaS	rhaS	RDBECOLITFC00160	RhaS	+	S 
RDBECOLITFC00161	RutR	rutR	RDBECOLITFC00023	GadW	-	S 
RDBECOLITFC00161	RutR	rutR	RDBECOLITFC00161	RutR	-	C 
RDBECOLITFC00161	RutR	rutR	RDBECOLITFC00174	NemR	-	S 
RDBECOLITFC00161	RutR	rutR	RDBECOLITFC00187	GadX	-	S 
RDBECOLITFC00164	ArsR	arsR	RDBECOLITFC00164	ArsR	-	S 
RDBECOLITFC00165	LsrR	lsrR	RDBECOLITFC00165	LsrR	-	C 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00023	GadW	+	S 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00026	TreR	-	C 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00077	GadE	+	W 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00141	YdeO	-	S 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00152	CysB	+	W 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00166	PhoP	-+	S 
RDBECOLITFC00166	PhoP	phoP	RDBECOLITFC00167	RstA	+	S 
RDBECOLITFC00167	RstA	rstA	RDBECOLITFC00018	CsgD	-	S 
RDBECOLITFC00168	YefMB	yoeB;yefM	RDBECOLITFC00129	YefM	-	C 
RDBECOLITFC00169	BtsR	btsR	RDBECOLITFC00018	CsgD	-	S 
RDBECOLITFC00169	BtsR	btsR	RDBECOLITFC00158	PdhR	-	S 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00018	CsgD	-	S 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00046	CspA	+	W 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00070	Cbl	-	W 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00074	MarA	+	S 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00115	MatA	-	W 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00125	MarR	+	S 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00127	FeaR	-	W 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00170	CpxR	+	S 
RDBECOLITFC00170	CpxR	cpxR	RDBECOLITFC00182	BaeR	+	S 
RDBECOLITFC00172	PepA	pepA	RDBECOLITFC00172	PepA	-	S 
RDBECOLITFC00173	DpiA	dpiA	RDBECOLITFC00096	AppY	-	W 
RDBECOLITFC00173	DpiA	dpiA	RDBECOLITFC00173	DpiA	+	C 
RDBECOLITFC00174	NemR	nemR	RDBECOLITFC00174	NemR	-	S 
RDBECOLITFC00175	MraZ	mraZ	RDBECOLITFC00175	MraZ	-	C 
RDBECOLITFC00176	AdiY	adiY	RDBECOLITFC00187	GadX	+	S 
RDBECOLITFC00177	GntR	gntR	RDBECOLITFC00068	IdnR	-	W 
RDBECOLITFC00178	MazEF	mazF;mazE	RDBECOLITFC00215	MazE	-	S 
RDBECOLITFC00179	PdeL	pdeL	RDBECOLITFC00179	PdeL	+	C 
RDBECOLITFC00180	AscG	ascG	RDBECOLITFC00064	PrpR	-	C 
RDBECOLITFC00181	EvgA	evgA	RDBECOLITFC00077	GadE	+	S 
RDBECOLITFC00181	EvgA	evgA	RDBECOLITFC00141	YdeO	+	S 
RDBECOLITFC00181	EvgA	evgA	RDBECOLITFC00181	EvgA	+	S 
RDBECOLITFC00182	BaeR	baeR	RDBECOLITFC00182	BaeR	+	C 
RDBECOLITFC00183	MalI	malI	RDBECOLITFC00183	MalI	-	C 
RDBECOLITFC00184	AllR	allR	RDBECOLITFC00205	AllS	-	C 
RDBECOLITFC00185	YhaJ	yhaJ	RDBECOLITFC00185	YhaJ	+	W 
RDBECOLITFC00186	AlsR	alsR	RDBECOLITFC00186	AlsR	-	W 
RDBECOLITFC00187	GadX	gadX	RDBECOLITFC00020	H-NS	+	W 
RDBECOLITFC00187	GadX	gadX	RDBECOLITFC00023	GadW	-+	W 
RDBECOLITFC00187	GadX	gadX	RDBECOLITFC00077	GadE	+	S 
RDBECOLITFC00187	GadX	gadX	RDBECOLITFC00187	GadX	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00001	ExuR	-	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00007	DgoR	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00008	TdcA	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00018	CsgD	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00022	AraC	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00024	FucR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00025	DcuR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00027	NagC	-+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00033	GalS	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00039	DksA	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00040	OmpR	-+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00041	ChbR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00050	GutM	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00053	Fis	-+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00058	RbsR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00064	PrpR	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00068	IdnR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00074	MarA	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00075	ZraR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00077	GadE	-	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00081	ComR	-	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00082	PlaR	-	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00087	MelR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00090	XylR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00093	Fur	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00102	GlpR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00104	RhaR	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00114	CytR	-+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00119	CaiF	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00125	MarR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00127	FeaR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00138	CsqR	-+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00140	HicB	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00142	UxuR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00144	FrlR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00149	SrlR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00153	NtrC	-+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00156	MhpR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00158	PdhR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00160	RhaS	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00163	MalT	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00165	LsrR	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00173	DpiA	-	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00183	MalI	-+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00187	GadX	-	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00189	CRP	-+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00200	GlcC	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00206	PuuR	-	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00209	HyfR	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00210	LacI	+	S 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00215	MazE	+	C 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00216	OxyR	+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00219	Mlc	-+	W 
RDBECOLITFC00189	CRP	crp	RDBECOLITFC00228	AaeR	-	S 
RDBECOLITFC00190	LrhA	lrhA	RDBECOLITFC00190	LrhA	+	S 
RDBECOLITFC00190	LrhA	lrhA	RDBECOLITFC00212	LeuO	+	S 
RDBECOLITFC00191	IclR	iclR	RDBECOLITFC00191	IclR	-	C 
RDBECOLITFC00192	YebK	yebK	RDBECOLITFC00192	YebK	-	S 
RDBECOLITFC00194	HigA	higA	RDBECOLITFC00194	HigA	-	S 
RDBECOLITFC00195	PutA	putA	RDBECOLITFC00195	PutA	-	C 
RDBECOLITFC00196	BasR	basR	RDBECOLITFC00018	CsgD	+	S 
RDBECOLITFC00196	BasR	basR	RDBECOLITFC00094	QseB	+	S 
RDBECOLITFC00196	BasR	basR	RDBECOLITFC00195	PutA	-	S 
RDBECOLITFC00198	DhaR	dhaR	RDBECOLITFC00198	DhaR	-	W 
RDBECOLITFC00199	UidR	uidR	RDBECOLITFC00199	UidR	-	W 
RDBECOLITFC00200	GlcC	glcC	RDBECOLITFC00200	GlcC	-	S 
RDBECOLITFC00201	SoxS	soxS	RDBECOLITFC00047	DecR	+	S 
RDBECOLITFC00201	SoxS	soxS	RDBECOLITFC00051	Rob	-	S 
RDBECOLITFC00201	SoxS	soxS	RDBECOLITFC00074	MarA	+	S 
RDBECOLITFC00201	SoxS	soxS	RDBECOLITFC00093	Fur	+	C 
RDBECOLITFC00201	SoxS	soxS	RDBECOLITFC00125	MarR	+	S 
RDBECOLITFC00201	SoxS	soxS	RDBECOLITFC00201	SoxS	-	C 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00023	GadW	+	W 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00057	Cra	-	W 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00064	PrpR	-	S 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00076	ArgP	+	W 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00120	CusR	+	C 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00127	FeaR	-	W 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00131	YdfH	+	S 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00187	GadX	+	W 
RDBECOLITFC00202	PhoB	phoB	RDBECOLITFC00202	PhoB	+	C 
RDBECOLITFC00204	CadC	cadC	RDBECOLITFC00204	CadC	+	W 
RDBECOLITFC00206	PuuR	puuR	RDBECOLITFC00206	PuuR	-	S 
RDBECOLITFC00207	RelBE	relB;relE	RDBECOLITFC00067	RelB	-	C 
RDBECOLITFC00208	RacR	racR	RDBECOLITFC00241	YdaT	-	S 
RDBECOLITFC00209	HyfR	hyfR	RDBECOLITFC00209	HyfR	+	W 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00008	TdcA	+	C 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00013	FliZ	-	S 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00018	CsgD	+	S 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00040	OmpR	-	C 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00043	YeiL	+	W 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00053	Fis	+	C 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00072	FhlA	+	S 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00082	PlaR	-	S 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00128	FNR	+	C 
RDBECOLITFC00211	IHF	ihfA;ihfB	RDBECOLITFC00220	HipB	+	W 
RDBECOLITFC00212	LeuO	leuO	RDBECOLITFC00101	YjjQ	+	S 
RDBECOLITFC00212	LeuO	leuO	RDBECOLITFC00204	CadC	-	W 
RDBECOLITFC00212	LeuO	leuO	RDBECOLITFC00212	LeuO	-+	S 
RDBECOLITFC00213	NikR	nikR	RDBECOLITFC00213	NikR	-	S 
RDBECOLITFC00214	LexA	lexA	RDBECOLITFC00100	UvrY	-	W 
RDBECOLITFC00214	LexA	lexA	RDBECOLITFC00214	LexA	-	C 
RDBECOLITFC00215	MazE	mazE	RDBECOLITFC00215	MazE	-	S 
RDBECOLITFC00216	OxyR	oxyR	RDBECOLITFC00093	Fur	+	C 
RDBECOLITFC00216	OxyR	oxyR	RDBECOLITFC00108	MetR	+	S 
RDBECOLITFC00216	OxyR	oxyR	RDBECOLITFC00216	OxyR	-	C 
RDBECOLITFC00217	DicA	dicA	RDBECOLITFC00217	DicA	+	C 
RDBECOLITFC00218	MetJ	metJ	RDBECOLITFC00108	MetR	-	S 
RDBECOLITFC00219	Mlc	mlc	RDBECOLITFC00163	MalT	-	S 
RDBECOLITFC00219	Mlc	mlc	RDBECOLITFC00219	Mlc	-	S 
RDBECOLITFC00220	HipB	hipB	RDBECOLITFC00215	MazE	-	S 
RDBECOLITFC00220	HipB	hipB	RDBECOLITFC00220	HipB	-	S 
RDBECOLITFC00221	LysR	lysR	RDBECOLITFC00221	LysR	-	W 
RDBECOLITFC00222	DsdC	dsdC	RDBECOLITFC00222	DsdC	-	W 
RDBECOLITFC00229	YfeC	yfeC	RDBECOLITFC00229	YfeC	+	W 
RDBECOLITFC00232	YeiE	yeiE	RDBECOLITFC00195	PutA	-	W 
RDBECOLITFC00234	SrsR	srsR	RDBECOLITFC00024	FucR	+	C 
RDBECOLITFC00234	SrsR	srsR	RDBECOLITFC00157	BluR	+	C 
RDBECOLITFC00236	CitR	citR	RDBECOLITFC00236	CitR	-	S 
RDBECOLITFC00237	PtrR	ptrR	RDBECOLITFC00065	AcrR	-	W
