Condition,Area_pixels,Area_microns
Ciprofloxacin 1.5 ng/ml,630,2.66175
Ciprofloxacin 1.5 ng/ml,593,2.505425
Ciprofloxacin 1.5 ng/ml,646,2.72935
Ciprofloxacin 1.5 ng/ml,923,3.899675
Ciprofloxacin 1.5 ng/ml,328,1.3858
Ciprofloxacin 1.5 ng/ml,207,0.874575
Ciprofloxacin 1.5 ng/ml,734,3.10115
Ciprofloxacin 1.5 ng/ml,903,3.815175
Ciprofloxacin 1.5 ng/ml,698,2.94905
Ciprofloxacin 1.5 ng/ml,941,3.975725
Ciprofloxacin 1.5 ng/ml,576,2.4336
Ciprofloxacin 1.5 ng/ml,480,2.028
Ciprofloxacin 1.5 ng/ml,550,2.32375
Ciprofloxacin 1.5 ng/ml,771,3.257475
Ciprofloxacin 1.5 ng/ml,1518,6.41355
Ciprofloxacin 1.5 ng/ml,540,2.2815
Ciprofloxacin 1.5 ng/ml,454,1.91815
Ciprofloxacin 1.5 ng/ml,699,2.953275
Ciprofloxacin 1.5 ng/ml,599,2.530775
Ciprofloxacin 1.5 ng/ml,111,0.468975
Ciprofloxacin 1.5 ng/ml,750,3.16875
Ciprofloxacin 1.5 ng/ml,1303,5.505175
Ciprofloxacin 1.5 ng/ml,1358,5.73755
Ciprofloxacin 1.5 ng/ml,547,2.311075
Ciprofloxacin 1.5 ng/ml,795,3.358875
Ciprofloxacin 1.5 ng/ml,338,1.42805
Ciprofloxacin 1.5 ng/ml,185,0.781625
Ciprofloxacin 1.5 ng/ml,357,1.508325
Ciprofloxacin 1.5 ng/ml,1256,5.3066
Ciprofloxacin 1.5 ng/ml,475,2.006875
Ciprofloxacin 1.5 ng/ml,1033,4.364425
Ciprofloxacin 1.5 ng/ml,895,3.781375
Ciprofloxacin 1.5 ng/ml,1059,4.474275
Ciprofloxacin 1.5 ng/ml,434,1.83365
Ciprofloxacin 1.5 ng/ml,699,2.953275
Ciprofloxacin 1.5 ng/ml,770,3.25325
Ciprofloxacin 1.5 ng/ml,1191,5.031975
Ciprofloxacin 1.5 ng/ml,532,2.2477
Ciprofloxacin 1.5 ng/ml,350,1.47875
Ciprofloxacin 1.5 ng/ml,1237,5.226325
Ciprofloxacin 1.5 ng/ml,635,2.682875
Ciprofloxacin 1.5 ng/ml,473,1.998425
Ciprofloxacin 1.5 ng/ml,849,3.587025
Ciprofloxacin 1.5 ng/ml,541,2.285725
Ciprofloxacin 1.5 ng/ml,601,2.539225
Ciprofloxacin 1.5 ng/ml,810,3.42225
Ciprofloxacin 1.5 ng/ml,427,1.804075
Ciprofloxacin 1.5 ng/ml,381,1.609725
Ciprofloxacin 1.5 ng/ml,1075,4.541875
Ciprofloxacin 1.5 ng/ml,529,2.235025
Ciprofloxacin 1.5 ng/ml,1797,7.592325
Ciprofloxacin 1.5 ng/ml,377,1.592825
Ciprofloxacin 1.5 ng/ml,700,2.9575
Ciprofloxacin 1.5 ng/ml,682,2.88145
Ciprofloxacin 1.5 ng/ml,617,2.606825
Ciprofloxacin 1.5 ng/ml,348,1.4703
Ciprofloxacin 1.5 ng/ml,462,1.95195
Ciprofloxacin 1.5 ng/ml,664,2.8054
Ciprofloxacin 1.5 ng/ml,536,2.2646
Ciprofloxacin 1.5 ng/ml,212,0.8957
Ciprofloxacin 1.5 ng/ml,368,1.5548
Ciprofloxacin 1.5 ng/ml,475,2.006875
Ciprofloxacin 1.5 ng/ml,315,1.330875
Ciprofloxacin 1.5 ng/ml,613,2.589925
Ciprofloxacin 1.5 ng/ml,511,2.158975
Ciprofloxacin 1.5 ng/ml,530,2.23925
Ciprofloxacin 1.5 ng/ml,720,3.042
Ciprofloxacin 1.5 ng/ml,1082,4.57145
Ciprofloxacin 1.5 ng/ml,523,2.209675
Ciprofloxacin 1.5 ng/ml,720,3.042
Ciprofloxacin 1.5 ng/ml,287,1.212575
Ciprofloxacin 1.5 ng/ml,351,1.482975
Ciprofloxacin 1.5 ng/ml,430,1.81675
Ciprofloxacin 1.5 ng/ml,453,1.913925
Ciprofloxacin 1.5 ng/ml,534,2.25615
Ciprofloxacin 1.5 ng/ml,676,2.8561
Ciprofloxacin 1.5 ng/ml,564,2.3829
Ciprofloxacin 1.5 ng/ml,1000,4.225
Ciprofloxacin 1.5 ng/ml,513,2.167425
Ciprofloxacin 1.5 ng/ml,617,2.606825
Ciprofloxacin 1.5 ng/ml,484,2.0449
Ciprofloxacin 1.5 ng/ml,764,3.2279
Ciprofloxacin 1.5 ng/ml,432,1.8252
Ciprofloxacin 1.5 ng/ml,475,2.006875
Ciprofloxacin 1.5 ng/ml,1168,4.9348
Ciprofloxacin 1.5 ng/ml,837,3.536325
Ciprofloxacin 1.5 ng/ml,282,1.19145
Ciprofloxacin 1.5 ng/ml,684,2.8899
Ciprofloxacin 1.5 ng/ml,425,1.795625
Ciprofloxacin 1.5 ng/ml,174,0.73515
Ciprofloxacin 1.5 ng/ml,557,2.353325
Ciprofloxacin 1.5 ng/ml,762,3.21945
Ciprofloxacin 1.5 ng/ml,142,0.59995
Ciprofloxacin 1.5 ng/ml,472,1.9942
Ciprofloxacin 1.5 ng/ml,1350,5.70375
Ciprofloxacin 1.5 ng/ml,1852,7.8247
Ciprofloxacin 1.5 ng/ml,363,1.533675
Ciprofloxacin 1.5 ng/ml,380,1.6055
Ciprofloxacin 1.5 ng/ml,639,2.699775
Ciprofloxacin 1.5 ng/ml,878,3.70955
Ciprofloxacin 1.5 ng/ml,476,2.0111
Ciprofloxacin 1.5 ng/ml,1018,4.30105
Ciprofloxacin 1.5 ng/ml,470,1.98575
Ciprofloxacin 1.5 ng/ml,159,0.671775
Ciprofloxacin 1.5 ng/ml,791,3.341975
Ciprofloxacin 1.5 ng/ml,641,2.708225
Ciprofloxacin 1.5 ng/ml,345,1.457625
Ciprofloxacin 1.5 ng/ml,701,2.961725
Ciprofloxacin 1.5 ng/ml,540,2.2815
Ciprofloxacin 1.5 ng/ml,432,1.8252
Ciprofloxacin 1.5 ng/ml,768,3.2448
Ciprofloxacin 1.5 ng/ml,430,1.81675
Ciprofloxacin 1.5 ng/ml,387,1.635075
Ciprofloxacin 1.5 ng/ml,337,1.423825
Ciprofloxacin 1.5 ng/ml,743,3.139175
Ciprofloxacin 1.5 ng/ml,543,2.294175
Ciprofloxacin 1.5 ng/ml,452,1.9097
Ciprofloxacin 1.5 ng/ml,1060,4.4785
Ciprofloxacin 1.5 ng/ml,806,3.40535
Ciprofloxacin 1.5 ng/ml,771,3.257475
Ciprofloxacin 1.5 ng/ml,1137,4.803825
Ciprofloxacin 1.5 ng/ml,414,1.74915
Ciprofloxacin 1.5 ng/ml,870,3.67575
Ciprofloxacin 1.5 ng/ml,1252,5.2897
Ciprofloxacin 1.5 ng/ml,429,1.812525
Ciprofloxacin 1.5 ng/ml,337,1.423825
Ciprofloxacin 1.5 ng/ml,326,1.37735
Ciprofloxacin 1.5 ng/ml,846,3.57435
Ciprofloxacin 1.5 ng/ml,552,2.3322
Ciprofloxacin 1.5 ng/ml,678,2.86455
Ciprofloxacin 1.5 ng/ml,830,3.50675
Ciprofloxacin 1.5 ng/ml,614,2.59415
Ciprofloxacin 1.5 ng/ml,822,3.47295
Ciprofloxacin 1.5 ng/ml,175,0.739375
Ciprofloxacin 1.5 ng/ml,601,2.539225
Ciprofloxacin 1.5 ng/ml,701,2.961725
Ciprofloxacin 1.5 ng/ml,735,3.105375
Ciprofloxacin 1.5 ng/ml,426,1.79985
Ciprofloxacin 1.5 ng/ml,576,2.4336
Ciprofloxacin 1.5 ng/ml,498,2.10405
Ciprofloxacin 1.5 ng/ml,428,1.8083
Ciprofloxacin 1.5 ng/ml,2426,10.24985
Ciprofloxacin 1.5 ng/ml,415,1.753375
Ciprofloxacin 1.5 ng/ml,805,3.401125
Ciprofloxacin 1.5 ng/ml,349,1.474525
Ciprofloxacin 1.5 ng/ml,468,1.9773
Ciprofloxacin 1.5 ng/ml,547,2.311075
Ciprofloxacin 1.5 ng/ml,644,2.7209
Ciprofloxacin 1.5 ng/ml,658,2.78005
Ciprofloxacin 1.5 ng/ml,443,1.871675
Ciprofloxacin 1.5 ng/ml,472,1.9942
Ciprofloxacin 1.5 ng/ml,477,2.015325
Ciprofloxacin 1.5 ng/ml,383,1.618175
Ciprofloxacin 1.5 ng/ml,310,1.30975
Ciprofloxacin 1.5 ng/ml,260,1.0985
Ciprofloxacin 1.5 ng/ml,794,3.35465
Ciprofloxacin 1.5 ng/ml,291,1.229475
Ciprofloxacin 1.5 ng/ml,158,0.66755
Ciprofloxacin 1.5 ng/ml,464,1.9604
Ciprofloxacin 1.5 ng/ml,1281,5.412225
Ciprofloxacin 1.5 ng/ml,575,2.429375
Ciprofloxacin 1.5 ng/ml,755,3.189875
Ciprofloxacin 1.5 ng/ml,497,2.099825
Ciprofloxacin 1.5 ng/ml,495,2.091375
Ciprofloxacin 1.5 ng/ml,447,1.888575
Ciprofloxacin 1.5 ng/ml,768,3.2448
M9 + 0.2% glucose,447,1.888575
M9 + 0.2% glucose,526,2.22235
M9 + 0.2% glucose,577,2.437825
M9 + 0.2% glucose,352,1.4872
M9 + 0.2% glucose,655,2.767375
M9 + 0.2% glucose,368,1.5548
M9 + 0.2% glucose,476,2.0111
M9 + 0.2% glucose,536,2.2646
M9 + 0.2% glucose,438,1.85055
M9 + 0.2% glucose,622,2.62795
M9 + 0.2% glucose,533,2.251925
M9 + 0.2% glucose,410,1.73225
M9 + 0.2% glucose,520,2.197
M9 + 0.2% glucose,486,2.05335
M9 + 0.2% glucose,521,2.201225
M9 + 0.2% glucose,497,2.099825
M9 + 0.2% glucose,359,1.516775
M9 + 0.2% glucose,435,1.837875
M9 + 0.2% glucose,724,3.0589
M9 + 0.2% glucose,534,2.25615
M9 + 0.2% glucose,184,0.7774
M9 + 0.2% glucose,469,1.981525
M9 + 0.2% glucose,460,1.9435
M9 + 0.2% glucose,463,1.956175
M9 + 0.2% glucose,484,2.0449
M9 + 0.2% glucose,533,2.251925
M9 + 0.2% glucose,537,2.268825
M9 + 0.2% glucose,456,1.9266
M9 + 0.2% glucose,263,1.111175
M9 + 0.2% glucose,646,2.72935
M9 + 0.2% glucose,393,1.660425
M9 + 0.2% glucose,418,1.76605
M9 + 0.2% glucose,595,2.513875
M9 + 0.2% glucose,321,1.356225
M9 + 0.2% glucose,552,2.3322
M9 + 0.2% glucose,321,1.356225
M9 + 0.2% glucose,353,1.491425
M9 + 0.2% glucose,792,3.3462
M9 + 0.2% glucose,364,1.5379
M9 + 0.2% glucose,345,1.457625
M9 + 0.2% glucose,380,1.6055
M9 + 0.2% glucose,749,3.164525
M9 + 0.2% glucose,394,1.66465
M9 + 0.2% glucose,285,1.204125
M9 + 0.2% glucose,707,2.987075
M9 + 0.2% glucose,407,1.719575
M9 + 0.2% glucose,507,2.142075
M9 + 0.2% glucose,331,1.398475
M9 + 0.2% glucose,887,3.747575
M9 + 0.2% glucose,546,2.30685
M9 + 0.2% glucose,485,2.049125
M9 + 0.2% glucose,422,1.78295
M9 + 0.2% glucose,434,1.83365
M9 + 0.2% glucose,273,1.153425
M9 + 0.2% glucose,240,1.014
M9 + 0.2% glucose,656,2.7716
M9 + 0.2% glucose,312,1.3182
M9 + 0.2% glucose,334,1.41115
M9 + 0.2% glucose,305,1.288625
M9 + 0.2% glucose,300,1.2675
M9 + 0.2% glucose,388,1.6393
M9 + 0.2% glucose,459,1.939275
M9 + 0.2% glucose,437,1.846325
M9 + 0.2% glucose,502,2.12095
M9 + 0.2% glucose,546,2.30685
M9 + 0.2% glucose,455,1.922375
M9 + 0.2% glucose,486,2.05335
M9 + 0.2% glucose,492,2.0787
M9 + 0.2% glucose,425,1.795625
M9 + 0.2% glucose,495,2.091375
M9 + 0.2% glucose,317,1.339325
M9 + 0.2% glucose,562,2.37445
M9 + 0.2% glucose,550,2.32375
M9 + 0.2% glucose,463,1.956175
M9 + 0.2% glucose,424,1.7914
M9 + 0.2% glucose,398,1.68155
M9 + 0.2% glucose,403,1.702675
M9 + 0.2% glucose,476,2.0111
M9 + 0.2% glucose,551,2.327975
M9 + 0.2% glucose,373,1.575925
M9 + 0.2% glucose,577,2.437825
M9 + 0.2% glucose,583,2.463175
M9 + 0.2% glucose,666,2.81385
M9 + 0.2% glucose,508,2.1463
M9 + 0.2% glucose,606,2.56035
M9 + 0.2% glucose,614,2.59415
M9 + 0.2% glucose,744,3.1434
M9 + 0.2% glucose,585,2.471625
M9 + 0.2% glucose,392,1.6562
M9 + 0.2% glucose,481,2.032225
M9 + 0.2% glucose,430,1.81675
M9 + 0.2% glucose,332,1.4027
M9 + 0.2% glucose,595,2.513875
M9 + 0.2% glucose,613,2.589925
M9 + 0.2% glucose,441,1.863225
M9 + 0.2% glucose,423,1.787175
M9 + 0.2% glucose,308,1.3013
M9 + 0.2% glucose,429,1.812525
M9 + 0.2% glucose,621,2.623725
M9 + 0.2% glucose,687,2.902575
M9 + 0.2% glucose,689,2.911025
M9 + 0.2% glucose,380,1.6055
M9 + 0.2% glucose,626,2.64485
M9 + 0.2% glucose,386,1.63085
M9 + 0.2% glucose,468,1.9773
M9 + 0.2% glucose,665,2.809625
M9 + 0.2% glucose,467,1.973075
M9 + 0.2% glucose,391,1.651975
M9 + 0.2% glucose,445,1.880125
M9 + 0.2% glucose,538,2.27305
M9 + 0.2% glucose,698,2.94905
M9 + 0.2% glucose,372,1.5717
M9 + 0.2% glucose,583,2.463175
M9 + 0.2% glucose,422,1.78295
M9 + 0.2% glucose,583,2.463175
M9 + 0.2% glucose,587,2.480075
M9 + 0.2% glucose,362,1.52945
M9 + 0.2% glucose,395,1.668875
M9 + 0.2% glucose,352,1.4872
M9 + 0.2% glucose,662,2.79695
M9 + 0.2% glucose,774,3.27015
M9 + 0.2% glucose,370,1.56325
M9 + 0.2% glucose,388,1.6393
M9 + 0.2% glucose,632,2.6702
M9 + 0.2% glucose,250,1.05625
M9 + 0.2% glucose,525,2.218125
M9 + 0.2% glucose,437,1.846325
M9 + 0.2% glucose,393,1.660425
M9 + 0.2% glucose,503,2.125175
M9 + 0.2% glucose,427,1.804075
M9 + 0.2% glucose,481,2.032225
M9 + 0.2% glucose,413,1.744925
M9 + 0.2% glucose,633,2.674425
M9 + 0.2% glucose,628,2.6533
M9 + 0.2% glucose,397,1.677325
M9 + 0.2% glucose,428,1.8083
M9 + 0.2% glucose,688,2.9068
M9 + 0.2% glucose,427,1.804075
M9 + 0.2% glucose,501,2.116725
M9 + 0.2% glucose,393,1.660425
M9 + 0.2% glucose,606,2.56035
M9 + 0.2% glucose,447,1.888575
M9 + 0.2% glucose,394,1.66465
M9 + 0.2% glucose,422,1.78295
M9 + 0.2% glucose,505,2.133625
M9 + 0.2% glucose,429,1.812525
M9 + 0.2% glucose,534,2.25615
M9 + 0.2% glucose,574,2.42515
M9 + 0.2% glucose,460,1.9435
M9 + 0.2% glucose,410,1.73225
M9 + 0.2% glucose,387,1.635075
M9 + 0.2% glucose,605,2.556125
M9 + 0.2% glucose,779,3.291275
M9 + 0.2% glucose,388,1.6393
M9 + 0.2% glucose,495,2.091375
M9 + 0.2% glucose,387,1.635075
M9 + 0.2% glucose,492,2.0787
M9 + 0.2% glucose,288,1.2168
M9 + 0.2% glucose,420,1.7745
M9 + 0.2% glucose,458,1.93505
M9 + 0.2% glucose,250,1.05625
M9 + 0.2% glucose,425,1.795625
M9 + 0.2% glucose,470,1.98575
M9 + 0.2% glucose,318,1.34355
M9 + 0.2% glucose,371,1.567475
M9 + 0.2% glucose,791,3.341975
M9 + 0.2% glucose,499,2.108275
M9 + 0.2% glucose,355,1.499875
M9 + 0.2% glucose,436,1.8421
M9 + 0.2% glucose,502,2.12095
M9 + 0.2% glucose,593,2.505425
M9 + 0.2% glucose,480,2.028
M9 + 0.2% glucose,476,2.0111
M9 + 0.2% glucose,563,2.378675
M9 + 0.2% glucose,437,1.846325
M9 + 0.2% glucose,534,2.25615
M9 + 0.2% glucose,427,1.804075
M9 + 0.2% glucose,577,2.437825
M9 + 0.2% glucose,392,1.6562
M9 + 0.2% glucose,498,2.10405
M9 + 0.2% glucose,446,1.88435
M9 + 0.2% glucose,673,2.843425
M9 + 0.2% glucose,344,1.4534
M9 + 0.2% glucose,327,1.381575
M9 + 0.2% glucose,351,1.482975
M9 + 0.2% glucose,309,1.305525
M9 + 0.2% glucose,460,1.9435
M9 + 0.2% glucose,626,2.64485
M9 + 0.2% glucose,383,1.618175
M9 + 0.2% glucose,593,2.505425
M9 + 0.2% glucose,249,1.052025
M9 + 0.2% glucose,234,0.98865
M9 + 0.2% glucose,590,2.49275
M9 + 0.2% glucose,337,1.423825
M9 + 0.2% glucose,361,1.525225
M9 + 0.2% glucose,506,2.13785
M9 + 0.2% glucose,513,2.167425
M9 + 0.2% glucose,725,3.063125
M9 + 0.2% glucose,260,1.0985
M9 + 0.2% glucose,458,1.93505
M9 + 0.2% glucose,579,2.446275
M9 + 0.2% glucose,653,2.758925
M9 + 0.2% glucose,603,2.547675
M9 + 0.2% glucose,474,2.00265
M9 + 0.2% glucose,738,3.11805
M9 + 0.2% glucose,182,0.76895
M9 + 0.2% glucose,541,2.285725
M9 + 0.2% glucose,662,2.79695
M9 + 0.2% glucose,517,2.184325
M9 + 0.2% glucose,594,2.50965
M9 + 0.2% glucose,431,1.820975
M9 + 0.2% glucose,635,2.682875
M9 + 0.2% glucose,530,2.23925
M9 + 0.2% glucose,511,2.158975
M9 + 0.2% glucose,540,2.2815
M9 + 0.2% glucose,450,1.90125
M9 + 0.2% glucose,513,2.167425
M9 + 0.2% glucose,618,2.61105
M9 + 0.2% glucose,470,1.98575
M9 + 0.2% glucose,620,2.6195
M9 + 0.2% glucose,510,2.15475
M9 + 0.2% glucose,489,2.066025
M9 + 0.2% glucose,822,3.47295
M9 + 0.2% glucose,395,1.668875
M9 + 0.2% glucose,804,3.3969
M9 + 0.2% glucose,581,2.454725
M9 + 0.2% glucose,479,2.023775
M9 + 0.2% glucose,395,1.668875
M9 + 0.2% glucose,432,1.8252
M9 + 0.2% glucose,653,2.758925
M9 + 0.2% glucose,710,2.99975
M9 + 0.2% glucose,517,2.184325
M9 + 0.2% glucose,380,1.6055
M9 + 0.2% glucose,426,1.79985
M9 + 0.2% glucose,586,2.47585
M9 + 0.2% glucose,480,2.028
M9 + 0.2% glucose,570,2.40825
M9 + 0.2% glucose,505,2.133625
M9 + 0.2% glucose,693,2.927925
M9 + 0.2% glucose,330,1.39425
M9 + 0.2% glucose,339,1.432275
M9 + 0.2% glucose,581,2.454725
M9 + 0.2% glucose,365,1.542125
M9 + 0.2% glucose,401,1.694225
M9 + 0.2% glucose,627,2.649075
M9 + 0.2% glucose,590,2.49275
M9 + 0.2% glucose,285,1.204125
M9 + 0.2% glucose,326,1.37735
M9 + 0.2% glucose,447,1.888575
M9 + 0.2% glucose,303,1.280175
M9 + 0.2% glucose,579,2.446275
M9 + 0.2% glucose,611,2.581475
M9 + 0.2% glucose,388,1.6393
M9 + 0.2% glucose,484,2.0449
M9 + 0.2% glucose,426,1.79985
M9 + 0.2% glucose,308,1.3013
M9 + 0.2% glucose,481,2.032225
M9 + 0.2% glucose,517,2.184325
M9 + 0.2% glucose,528,2.2308
M9 + 0.2% glucose,598,2.52655
M9 + 0.2% glucose,331,1.398475
M9 + 0.2% glucose,504,2.1294
M9 + 0.2% glucose,457,1.930825
M9 + 0.2% glucose,431,1.820975
M9 + 0.2% glucose,355,1.499875
Ciprofloxacin 1.5 ng/ml,752,3.1772
Ciprofloxacin 1.5 ng/ml,660,2.7885
Ciprofloxacin 1.5 ng/ml,397,1.677325
Ciprofloxacin 1.5 ng/ml,332,1.4027
Ciprofloxacin 1.5 ng/ml,443,1.871675
Ciprofloxacin 1.5 ng/ml,1306,5.51785
Ciprofloxacin 1.5 ng/ml,715,3.020875
Ciprofloxacin 1.5 ng/ml,370,1.56325
Ciprofloxacin 1.5 ng/ml,557,2.353325
Ciprofloxacin 1.5 ng/ml,587,2.480075
Ciprofloxacin 1.5 ng/ml,476,2.0111
Ciprofloxacin 1.5 ng/ml,705,2.978625
Ciprofloxacin 1.5 ng/ml,673,2.843425
Ciprofloxacin 1.5 ng/ml,251,1.060475
Ciprofloxacin 1.5 ng/ml,818,3.45605
Ciprofloxacin 1.5 ng/ml,499,2.108275
Ciprofloxacin 1.5 ng/ml,523,2.209675
Ciprofloxacin 1.5 ng/ml,440,1.859
Ciprofloxacin 1.5 ng/ml,428,1.8083
Ciprofloxacin 1.5 ng/ml,639,2.699775
Ciprofloxacin 1.5 ng/ml,908,3.8363
Ciprofloxacin 1.5 ng/ml,533,2.251925
Ciprofloxacin 1.5 ng/ml,603,2.547675
Ciprofloxacin 1.5 ng/ml,974,4.11515
Ciprofloxacin 1.5 ng/ml,669,2.826525
Ciprofloxacin 1.5 ng/ml,331,1.398475
Ciprofloxacin 1.5 ng/ml,1019,4.305275
Ciprofloxacin 1.5 ng/ml,460,1.9435
Ciprofloxacin 1.5 ng/ml,671,2.834975
Ciprofloxacin 1.5 ng/ml,576,2.4336
Ciprofloxacin 1.5 ng/ml,720,3.042
Ciprofloxacin 1.5 ng/ml,525,2.218125
Ciprofloxacin 1.5 ng/ml,574,2.42515
Ciprofloxacin 1.5 ng/ml,941,3.975725
Ciprofloxacin 1.5 ng/ml,453,1.913925
Ciprofloxacin 1.5 ng/ml,640,2.704
Ciprofloxacin 1.5 ng/ml,357,1.508325
Ciprofloxacin 1.5 ng/ml,727,3.071575
Ciprofloxacin 1.5 ng/ml,1632,6.8952
Ciprofloxacin 1.5 ng/ml,427,1.804075
Ciprofloxacin 1.5 ng/ml,547,2.311075
Ciprofloxacin 1.5 ng/ml,339,1.432275
Ciprofloxacin 1.5 ng/ml,607,2.564575
Ciprofloxacin 1.5 ng/ml,444,1.8759
Ciprofloxacin 1.5 ng/ml,696,2.9406
Ciprofloxacin 1.5 ng/ml,484,2.0449
Ciprofloxacin 1.5 ng/ml,762,3.21945
Ciprofloxacin 1.5 ng/ml,630,2.66175
Ciprofloxacin 1.5 ng/ml,1813,7.659925
Ciprofloxacin 1.5 ng/ml,200,0.845
Ciprofloxacin 1.5 ng/ml,590,2.49275
Ciprofloxacin 1.5 ng/ml,448,1.8928
Ciprofloxacin 1.5 ng/ml,365,1.542125
Ciprofloxacin 1.5 ng/ml,922,3.89545
Ciprofloxacin 1.5 ng/ml,911,3.848975
Ciprofloxacin 1.5 ng/ml,1195,5.048875
Ciprofloxacin 1.5 ng/ml,633,2.674425
Ciprofloxacin 1.5 ng/ml,703,2.970175
Ciprofloxacin 1.5 ng/ml,512,2.1632
Ciprofloxacin 1.5 ng/ml,862,3.64195
Ciprofloxacin 1.5 ng/ml,538,2.27305
Ciprofloxacin 1.5 ng/ml,931,3.933475
Ciprofloxacin 1.5 ng/ml,606,2.56035
Ciprofloxacin 1.5 ng/ml,581,2.454725
Ciprofloxacin 1.5 ng/ml,1835,7.752875
Ciprofloxacin 1.5 ng/ml,685,2.894125
Ciprofloxacin 1.5 ng/ml,1315,5.555875
Ciprofloxacin 1.5 ng/ml,482,2.03645
Ciprofloxacin 1.5 ng/ml,1150,4.85875
Ciprofloxacin 1.5 ng/ml,552,2.3322
Ciprofloxacin 1.5 ng/ml,2442,10.31745
Ciprofloxacin 1.5 ng/ml,668,2.8223
Ciprofloxacin 1.5 ng/ml,600,2.535
Ciprofloxacin 1.5 ng/ml,702,2.96595
Ciprofloxacin 1.5 ng/ml,385,1.626625
Ciprofloxacin 1.5 ng/ml,391,1.651975
Ciprofloxacin 1.5 ng/ml,1262,5.33195
Ciprofloxacin 1.5 ng/ml,740,3.1265
Ciprofloxacin 1.5 ng/ml,378,1.59705
Ciprofloxacin 1.5 ng/ml,953,4.026425
Ciprofloxacin 1.5 ng/ml,544,2.2984
Ciprofloxacin 1.5 ng/ml,790,3.33775
Ciprofloxacin 1.5 ng/ml,1286,5.43335
Ciprofloxacin 1.5 ng/ml,832,3.5152
Ciprofloxacin 1.5 ng/ml,1693,7.152925
Ciprofloxacin 1.5 ng/ml,661,2.792725
Ciprofloxacin 1.5 ng/ml,503,2.125175
Ciprofloxacin 1.5 ng/ml,708,2.9913
Ciprofloxacin 1.5 ng/ml,533,2.251925
Ciprofloxacin 1.5 ng/ml,798,3.37155
Ciprofloxacin 1.5 ng/ml,1056,4.4616
Ciprofloxacin 1.5 ng/ml,652,2.7547
Ciprofloxacin 1.5 ng/ml,404,1.7069
Ciprofloxacin 1.5 ng/ml,635,2.682875
Ciprofloxacin 1.5 ng/ml,1761,7.440225
Ciprofloxacin 1.5 ng/ml,750,3.16875
Ciprofloxacin 1.5 ng/ml,1414,5.97415
Ciprofloxacin 1.5 ng/ml,515,2.175875
Ciprofloxacin 1.5 ng/ml,907,3.832075
Ciprofloxacin 1.5 ng/ml,596,2.5181
Ciprofloxacin 1.5 ng/ml,625,2.640625
Ciprofloxacin 1.5 ng/ml,908,3.8363
Ciprofloxacin 1.5 ng/ml,803,3.392675
Ciprofloxacin 1.5 ng/ml,555,2.344875
Ciprofloxacin 1.5 ng/ml,687,2.902575
Ciprofloxacin 1.5 ng/ml,537,2.268825
Ciprofloxacin 1.5 ng/ml,635,2.682875
Ciprofloxacin 1.5 ng/ml,861,3.637725
M9 + 0.2% glucose,506,2.13785
M9 + 0.2% glucose,322,1.36045
M9 + 0.2% glucose,305,1.288625
M9 + 0.2% glucose,347,1.466075
M9 + 0.2% glucose,204,0.8619
M9 + 0.2% glucose,276,1.1661
M9 + 0.2% glucose,594,2.50965
M9 + 0.2% glucose,690,2.91525
M9 + 0.2% glucose,249,1.052025
M9 + 0.2% glucose,683,2.885675
M9 + 0.2% glucose,420,1.7745
M9 + 0.2% glucose,392,1.6562
M9 + 0.2% glucose,789,3.333525
M9 + 0.2% glucose,475,2.006875
M9 + 0.2% glucose,238,1.00555
M9 + 0.2% glucose,421,1.778725
M9 + 0.2% glucose,269,1.136525
M9 + 0.2% glucose,392,1.6562
M9 + 0.2% glucose,283,1.195675
M9 + 0.2% glucose,294,1.24215
M9 + 0.2% glucose,505,2.133625
M9 + 0.2% glucose,544,2.2984
M9 + 0.2% glucose,557,2.353325
M9 + 0.2% glucose,445,1.880125
M9 + 0.2% glucose,427,1.804075
M9 + 0.2% glucose,632,2.6702
M9 + 0.2% glucose,464,1.9604
M9 + 0.2% glucose,424,1.7914
M9 + 0.2% glucose,434,1.83365
M9 + 0.2% glucose,566,2.39135
M9 + 0.2% glucose,682,2.88145
M9 + 0.2% glucose,413,1.744925
M9 + 0.2% glucose,470,1.98575
M9 + 0.2% glucose,574,2.42515
M9 + 0.2% glucose,624,2.6364
M9 + 0.2% glucose,301,1.271725
M9 + 0.2% glucose,436,1.8421
M9 + 0.2% glucose,422,1.78295
M9 + 0.2% glucose,404,1.7069
M9 + 0.2% glucose,447,1.888575
M9 + 0.2% glucose,457,1.930825
M9 + 0.2% glucose,334,1.41115
M9 + 0.2% glucose,660,2.7885
M9 + 0.2% glucose,592,2.5012
M9 + 0.2% glucose,629,2.657525
M9 + 0.2% glucose,464,1.9604
M9 + 0.2% glucose,470,1.98575
M9 + 0.2% glucose,632,2.6702
M9 + 0.2% glucose,554,2.34065
M9 + 0.2% glucose,585,2.471625
M9 + 0.2% glucose,294,1.24215
M9 + 0.2% glucose,325,1.373125
M9 + 0.2% glucose,495,2.091375
M9 + 0.2% glucose,443,1.871675
M9 + 0.2% glucose,342,1.44495
M9 + 0.2% glucose,556,2.3491
M9 + 0.2% glucose,439,1.854775
M9 + 0.2% glucose,453,1.913925
M9 + 0.2% glucose,361,1.525225
M9 + 0.2% glucose,299,1.263275
M9 + 0.2% glucose,277,1.170325
M9 + 0.2% glucose,503,2.125175
M9 + 0.2% glucose,576,2.4336
